45.4877906,-122.7867691,Beaverton
45.5120718,-122.6347562,Belmont
45.5229568,-122.6821011,Downtown Portland
45.4716374,-122.7128852,Hillsdale
45.5350589,-122.6565732,Irvington
45.548072,-122.6319168,NE Portland
45.5698914,-122.6820271,NorthPortland
45.5100369,-122.5690801,Past Tabor
45.530796,-122.6657864,RoseQuarter
45.5981027,-122.7784074,St Johns
